open,high,low,close,volume,spread,real_volume,sma_close_20_core,ema_close_20_core,wma_close_20_core,rsi_14_core,roc_10_core,atr_14_core,macd_12_26_9_core,macd_signal_12_26_9_core,macd_hist_12_26_9_core,bb_mid_20_2.0_core,bb_up_20_2.0_core,bb_lo_20_2.0_core,kelt_mid_20_2.0_core,kelt_up_20_2.0_core,kelt_lo_20_2.0_core,stoch_k_14_3_core,stoch_d_14_3_core,cci_20_core,mfi_14_core,obv_core,wr_14_core,sar_0.02_0.02_0.2_core,ha_open_core,ha_high_core,ha_low_core,ha_close_core,tr_core
3938.54,3945.37,3927.63,3932.86,8622,12,0,3894.5315,3900.134,3906.3723,75.7265,1.200138,12.574132,17.405472,12.783298,4.6221743,3894.5315,3939.818,3849.2449,3900.134,3924.8308,3875.4373,82.459335,92.11907,112.993195,64.4697,66036.0,-17.54066,3912.2605,3926.6707,3945.37,3926.6707,3936.1,17.740234
3932.9,3934.68,3922.49,3934.22,8802,10,0,3898.0376,3903.3804,3910.152,76.39833,1.2460755,12.54669,17.91577,13.8097925,4.105977,3898.0376,3944.206,3851.8691,3903.3804,3928.0613,3878.6995,83.725006,87.933174,86.42417,55.581688,74838.0,-16.274996,3918.8823,3931.3853,3934.68,3922.49,3931.0725,12.189941
3934.23,3944.04,3929.44,3941.59,10178,10,0,3901.818,3907.0193,3914.3,79.88029,1.4146004,12.693361,18.699327,14.787699,3.9116287,3901.818,3949.2332,3854.403,3907.0193,3931.9263,3882.1123,94.48256,86.88897,92.6901,64.194984,85016.0,-5.5174427,3922.49,3931.229,3944.04,3929.44,3937.325,14.600098
3941.56,3949.51,3935.31,3942.58,9893,10,0,3905.837,3910.406,3918.1821,80.33006,1.0980163,12.800975,19.179102,15.665979,3.5131226,3905.837,3952.762,3858.9119,3910.406,3935.4875,3885.3245,90.04882,89.41879,87.9604,72.60468,94909.0,-9.951178,3922.49,3934.2769,3949.51,3934.2769,3942.24,14.199951
3942.71,3945.11,3936.61,3942.3,7422,10,0,3909.2656,3913.4436,3921.6548,79.74827,0.8348552,12.493763,19.314093,16.395603,2.9184895,3909.2656,3956.3262,3862.205,3913.4436,3938.121,3888.766,89.187164,91.23952,74.62945,65.59275,87487.0,-10.812838,3927.894,3938.2585,3945.11,3936.61,3941.6826,8.5
3942.3,3947.02,3932.49,3942.35,7674,10,0,3912.2551,3916.1965,3924.8057,79.77845,1.0801954,12.63921,19.20374,16.95723,2.2465096,3912.2551,3959.7441,3864.766,3916.1965,3941.0933,3891.2998,89.262146,89.499374,65.70658,58.715157,95161.0,-10.737852,3932.2173,3939.9705,3947.02,3932.49,3941.04,14.530029
3942.37,3942.86,3930.94,3938.5,9279,9,0,3915.204,3918.3208,3927.3052,70.45163,0.5265616,12.58785,18.591312,17.284046,1.3072662,3915.204,3961.506,3868.902,3918.3208,3943.1646,3893.477,83.14968,87.19966,51.55386,55.598576,85882.0,-16.85032,3949.51,3940.5051,3942.86,3930.94,3938.6675,11.920166
3938.38,3941.33,3926.44,3933.96,10786,9,0,3917.4375,3919.8103,3929.0916,60.78285,0.33385447,12.752299,17.537458,17.334728,0.20273018,3917.4375,3962.8245,3872.0505,3919.8103,3944.901,3894.7197,69.617035,80.676285,38.882774,48.401844,75096.0,-30.382961,3949.1387,3939.5864,3941.33,3926.44,3935.0276,14.890137
3934.2,3947.24,3927.44,3944.5,11314,9,0,3920.483,3922.1616,3931.669,71.32478,0.3835162,13.25571,17.35273,17.33833,0.014400482,3920.483,3964.5308,3876.435,3922.1616,3947.9778,3896.3455,90.098816,80.95518,45.762596,49.56679,86410.0,-9.901186,3948.2307,3937.307,3947.24,3927.44,3938.345,19.800049
3944.48,3958.82,3940.48,3954.91,11507,9,0,3924.137,3925.2805,3934.9478,78.04917,0.4158912,13.618879,17.840675,17.438799,0.40187645,3924.137,3966.8574,3881.4165,3925.2805,3951.64,3898.9211,93.37737,84.36441,62.773155,57.868374,97917.0,-6.6226287,3926.44,3937.826,3958.82,3937.826,3949.6726,18.340088
3954.85,3964.05,3948.29,3962.35,10438,9,0,3927.9436,3928.811,3938.587,81.60621,0.74983597,13.771817,18.61316,17.67367,0.93948936,3927.9436,3970.034,3885.8533,3928.811,3955.4285,3902.1936,96.350365,93.27552,68.33555,58.735004,108355.0,-3.649635,3927.0876,3943.7493,3964.05,3943.7493,3957.385,15.76001
3962.34,3970.09,3946.07,3954.1,9567,11,0,3931.3586,3931.2195,3941.0781,67.59219,0.5053098,14.503832,18.348146,17.808565,0.5395813,3931.3586,3970.173,3892.5442,3931.2195,3958.908,3903.531,68.191765,85.97317,56.98007,52.2145,98788.0,-31.808235,3928.5662,3950.5671,3970.09,3946.07,3958.15,24.02002
3954.34,3958.83,3951.16,3957.73,8206,11,0,3934.9146,3933.7441,3943.5896,70.19108,0.4094794,14.015713,18.220993,17.89105,0.3299427,3934.9146,3969.4773,3900.3518,3933.7441,3960.8152,3906.673,74.033615,79.525246,47.39108,46.395008,106994.0,-25.966387,3931.0576,3954.3586,3958.83,3951.16,3955.515,7.670166
3957.73,3960.72,3955.78,3958.1,6769,11,0,3937.8315,3936.064,3945.7979,70.46959,0.39365086,13.367443,17.943241,17.90149,0.04175186,3937.8315,3969.783,3905.8801,3936.064,3962.2754,3909.8525,74.81092,72.345436,45.92974,46.10696,113763.0,-25.189075,3933.3994,3954.9368,3960.72,3954.9368,3958.0825,4.9399414
3958.28,3964.85,3958.13,3959.35,7286,11,0,3940.316,3938.2815,3947.8472,71.50734,0.43248865,12.894769,17.620861,17.845364,-0.22450256,3940.316,3970.8132,3909.8186,3938.2815,3963.8574,3912.7056,77.43697,75.42717,47.06623,52.230324,121049.0,-22.563025,3935.6008,3956.5095,3964.85,3956.5095,3960.1526,6.75
3959.29,3962.22,3957.33,3961.2,3113,19,0,3943.365,3940.4644,3949.8362,73.120415,0.47814122,12.322992,17.315056,17.739302,-0.42424583,3943.365,3969.028,3917.702,3940.4644,3965.2505,3915.6782,79.633446,77.29378,40.34669,54.617527,124162.0,-20.366552,3937.6702,3958.331,3962.22,3957.33,3960.01,4.8898926
3960.54,3976.32,3958.95,3963.45,6827,19,0,3945.644,3942.6533,3951.749,75.098755,0.6334899,12.683501,17.05763,17.602968,-0.5453377,3945.644,3969.903,3921.385,3942.6533,3967.9373,3917.3694,74.198074,77.0895,48.421978,53.372692,130989.0,-25.801924,3939.6155,3959.1707,3976.32,3958.95,3964.815,17.370117
3963.52,3972.47,3961.66,3969.71,5943,14,0,3948.086,3945.2302,3954.041,79.85785,0.9087535,12.549684,17.160927,17.514559,-0.35363197,3948.086,3971.7021,3924.4697,3945.2302,3970.3308,3920.1296,86.7482,80.19324,48.41542,51.80535,136932.0,-13.251804,3942.5518,3961.9927,3972.47,3961.66,3966.84,10.810059
3969.71,3977.49,3961.69,3962.98,8489,14,0,3949.7634,3946.9207,3955.4595,64.55359,0.46850044,12.781853,16.509426,17.313532,-0.80410576,3949.7634,3972.5938,3926.933,3946.9207,3972.3462,3921.495,71.57689,77.50772,44.211403,51.31028,128443.0,-28.423115,3945.2532,3964.4165,3977.49,3961.69,3967.9675,15.800049
3962.92,3963.94,3955.87,3958.0,7595,14,0,3950.737,3947.9758,3956.244,55.476154,0.07813073,12.445279,15.413583,16.933542,-1.5199594,3950.737,3973.2263,3928.2478,3947.9758,3972.9373,3923.0144,61.821743,73.38228,23.529387,51.32908,120848.0,-38.178257,3948.477,3966.192,3966.192,3955.87,3960.1826,8.069824
3957.98,3967.12,3957.32,3964.96,5823,14,0,3952.342,3949.5933,3957.5984,63.70621,0.06587,12.256334,14.934578,16.53375,-1.5991726,3952.342,3974.0676,3930.6165,3949.5933,3974.2866,3924.9,75.45544,69.61803,31.727041,57.99881,126671.0,-24.544563,3951.3782,3963.1873,3967.12,3957.32,3961.845,9.800049
3964.99,3974.46,3960.91,3973.19,6712,14,0,3954.2905,3951.8406,3959.584,71.01603,0.48279002,12.3487425,15.045618,16.236124,-1.190506,3954.2905,3976.1553,3932.4258,3951.8406,3976.6543,3927.0269,91.40859,76.22859,45.45993,66.251785,133383.0,-8.591409,3953.9895,3962.516,3974.46,3960.91,3968.3875,13.550049
3973.24,3976.99,3971.37,3975.94,5409,14,0,3956.008,3954.1357,3961.6458,73.10453,0.46011224,11.868109,15.180529,16.025005,-0.8444767,3956.008,3978.9807,3933.0354,3954.1357,3978.2708,3930.0007,95.81194,87.558655,57.41039,64.355736,138792.0,-4.1880574,3956.3394,3965.452,3976.99,3965.452,3974.385,5.619873
3975.7,3976.82,3960.27,3964.62,7903,12,0,3957.11,3955.1343,3962.466,54.464344,0.1647255,12.202533,14.210211,15.6620455,-1.4518347,3957.11,3979.5078,3934.7124,3955.1343,3979.7175,3930.551,59.03883,82.08646,33.632843,55.181496,130889.0,-40.96117,3958.4546,3969.9185,3976.82,3960.27,3969.3525,16.550049
3964.61,3966.49,3953.84,3955.08,7988,10,0,3957.749,3955.1292,3962.2727,43.643215,-0.107845984,12.2344885,12.527024,15.035042,-2.5080175,3957.749,3979.1262,3936.3718,3955.1292,3979.748,3930.5103,28.676003,61.17559,3.7674632,45.88558,122901.0,-71.324,3977.49,3969.6355,3969.6355,3953.84,3960.005,12.649902
3955.12,3956.21,3943.37,3946.15,10895,10,0,3957.939,3954.274,3961.168,35.93244,-0.37993538,12.277728,10.353166,14.098666,-3.7455006,3957.939,3978.8271,3937.0508,3954.274,3978.946,3929.6018,8.147714,31.954182,-32.843807,45.281033,112006.0,-91.85229,3977.017,3964.8203,3964.8203,3943.37,3950.2124,12.839844
3945.61,3954.18,3941.05,3951.44,9173,10,0,3958.586,3954.0042,3960.549,42.83576,-0.30301884,12.338596,8.95401,13.069735,-4.1157246,3958.586,3977.7566,3939.4153,3954.0042,3978.7556,3929.2527,28.512623,21.77878,-35.09976,54.002098,121179.0,-71.48737,3975.6711,3957.5164,3957.5164,3941.05,3948.07,13.129883
3951.45,3963.24,3951.24,3955.29,8178,10,0,3959.6526,3954.1265,3960.235,47.579025,-0.3632507,12.31441,8.062887,12.068365,-4.005478,3959.6526,3975.2683,3944.0369,3954.1265,3978.8403,3929.4126,39.077938,25.246092,-11.141701,54.639706,129357.0,-60.922062,3973.5938,3952.7932,3963.24,3951.24,3955.305,12.0
3955.29,3962.91,3954.26,3960.02,6746,10,0,3960.4285,3954.6877,3960.27,53.09612,-0.074691266,12.05266,7.650152,11.184723,-3.5345707,3960.4285,3974.4124,3946.4446,3954.6877,3979.031,3930.3445,52.058178,39.88291,-5.614961,54.39539,136103.0,-47.941822,3971.641,3954.049,3962.91,3954.049,3958.12,8.649902
3960.02,3969.25,3956.28,3966.88,7713,9,0,3961.027,3955.8489,3960.8845,60.11992,0.22435574,12.118182,7.786839,10.505146,-2.718307,3961.027,3975.0396,3947.0146,3955.8489,3980.272,3931.4258,70.883644,54.006588,13.69308,59.341618,143816.0,-29.116356,3969.8057,3956.0845,3969.25,3956.0845,3963.1074,12.969971
3966.74,3980.02,3964.42,3979.35,10222,9,0,3961.877,3958.0872,3962.6296,69.65193,0.36292925,12.36689,8.799949,10.164106,-1.3641577,3961.877,3978.0095,3945.7444,3958.0872,3982.849,3933.3252,98.28073,73.74085,60.612236,60.619823,154038.0,-1.7192712,3941.05,3959.596,3980.02,3959.596,3972.6326,15.600098
3979.24,3985.75,3970.7,3979.31,11642,9,0,3963.1375,3960.1084,3964.2898,69.59037,0.15403241,12.558544,9.490221,10.029329,-0.5391083,3963.1375,3980.5325,3945.7424,3960.1084,3985.1372,3935.0796,85.59284,84.919075,77.58787,62.593044,142396.0,-14.407159,3941.8293,3966.1143,3985.75,3966.1143,3978.75,15.050049
3979.35,3986.65,3969.14,3985.74,11861,9,0,3964.538,3962.5496,3966.4426,73.87354,0.2464826,12.912221,10.435816,10.110627,0.32518864,3964.538,3984.3135,3944.7627,3962.5496,3988.078,3937.0212,98.00439,93.95932,82.98511,70.88345,154257.0,-1.995614,3943.5862,3972.4321,3986.65,3969.14,3980.22,17.51001
3985.72,3990.89,3961.76,3966.23,12117,9,0,3964.9446,3962.9001,3966.6038,49.476112,0.04060919,14.070625,9.501387,9.988779,-0.48739243,3964.9446,3984.507,3945.382,3962.9001,3990.065,3935.7354,50.521667,78.039635,43.05917,68.24459,142140.0,-49.478333,3946.1702,3976.3262,3990.89,3961.76,3976.15,29.129883
3966.23,3979.31,3963.32,3976.68,10545,11,0,3965.811,3964.2124,3967.7214,58.040436,0.5461331,14.207723,9.494624,9.889948,-0.39532375,3965.811,3985.8352,3945.7869,3964.2124,3991.6182,3936.8066,71.48876,73.33827,42.984726,69.429855,152685.0,-28.511236,3949.7476,3976.238,3979.31,3963.32,3971.385,15.98999
3976.78,3987.58,3976.57,3981.01,9057,11,0,3966.8015,3965.8123,3969.169,61.18604,0.8833927,13.979315,9.726539,9.857266,-0.13072777,3966.8015,3987.7537,3945.8494,3965.8123,3992.9487,3938.6758,80.17657,67.39567,87.21591,69.99047,161742.0,-19.823435,3953.039,3973.8115,3987.58,3973.8115,3980.485,11.01001
3981.03,3983.96,3974.34,3980.93,8540,11,0,3967.6755,3967.252,3970.5144,61.088406,0.74631023,13.667926,9.791012,9.844015,-0.05300331,3967.6755,3989.4382,3945.9128,3967.252,3993.9934,3940.5105,80.01605,77.22713,74.886696,64.24263,153202.0,-19.983948,3956.0671,3977.1482,3983.96,3974.34,3980.065,9.619873
3980.94,3983.43,3978.72,3980.28,7590,11,0,3968.204,3968.4927,3971.7148,60.188057,0.6318121,13.028071,9.678096,9.810831,-0.13273525,3968.204,3990.6418,3945.7664,3968.4927,3994.3682,3942.6172,78.711876,79.634834,80.40879,70.13749,145612.0,-21.288122,3958.853,3978.6067,3983.43,3978.6067,3980.8425,4.709961
3980.22,3986.51,3980.09,3986.11,3653,19,0,3969.3606,3970.1707,3973.4202,65.45692,0.65883505,12.556061,9.944407,9.837546,0.106861115,3969.3606,3992.9565,3945.7646,3970.1707,3995.3943,3944.947,90.40931,83.045746,97.9604,75.359795,149265.0,-9.590691,3961.416,3979.7246,3986.51,3979.7246,3983.2324,6.419922
3986.18,3990.58,3984.8,3989.64,3248,19,0,3970.9424,3972.025,3975.3516,68.38048,0.5737507,12.072059,10.321325,9.934302,0.38702297,3970.9424,3995.5024,3946.3823,3972.025,3996.5654,3947.4844,97.491974,88.871056,110.098595,82.812515,152513.0,-2.5080256,3963.774,3981.4785,3990.58,3981.4785,3987.8,5.7800293
3989.71,3996.06,3988.25,3994.49,5064,14,0,3972.419,3974.1643,3977.5942,72.121086,0.38046414,11.76763,10.885903,10.124622,0.761281,3972.419,3998.8425,3945.9954,3974.1643,3998.2588,3950.0698,96.4971,94.79946,123.59712,82.21695,157577.0,-3.5029006,3965.943,3984.6392,3996.06,3984.6392,3992.1274,7.8100586
3994.48,3999.1,3989.29,3992.47,7150,14,0,3973.383,3975.9077,3979.504,68.24143,0.3307106,11.627803,11.043042,10.308307,0.7347355,3973.383,4001.218,3945.548,3975.9077,3999.7786,3952.0369,85.214096,93.067726,118.19633,82.069305,150427.0,-14.785906,3968.9548,3988.3833,3999.1,3988.3833,3993.835,9.810059
3992.55,4000.53,3984.72,4000.49,8862,14,0,3974.6106,3978.249,3982.0854,74.52046,0.3700693,11.926536,11.680081,10.582662,1.0974197,3974.6106,4004.8499,3944.3713,3978.249,4002.5073,3953.9907,99.90961,93.873604,120.72308,82.40347,159289.0,-0.09039548,3972.5723,3991.1091,4000.53,3984.72,3994.5725,15.810059
4000.67,4011.77,3995.51,4011.72,7670,14,0,3976.9656,3981.4365,3985.6196,80.68909,1.146933,12.23607,12.94192,11.054513,1.8874073,3976.9656,4010.843,3943.0881,3981.4365,4006.108,3956.7651,99.90002,95.007904,159.20398,82.40924,166959.0,-0.099980004,3976.4863,3992.8408,4011.77,3992.8408,4004.9175,16.26001
4011.74,4016.68,4009.0,4014.6,7024,14,0,3979.9414,3984.595,3989.2039,81.98004,0.9535593,11.910631,14.012798,11.646171,2.3666277,3979.9414,4015.9932,3943.8896,3984.595,4008.8008,3960.3892,96.21267,98.674095,160.72209,81.92779,173983.0,-3.787327,3982.1316,3998.8792,4016.68,3998.8792,4013.005,7.6799316
4014.6,4027.36,4014.6,4026.64,7144,14,0,3983.966,3988.5994,3993.6514,86.374016,1.1461916,11.971301,15.652571,12.447451,3.20512,3983.966,4021.9492,3945.983,3988.5994,4012.8708,3964.328,98.902435,98.33837,168.86636,81.200554,181127.0,-1.097561,3988.3503,4005.9421,4027.36,4005.9421,4020.8,12.76001
4026.62,4037.16,4024.37,4029.05,8109,12,0,3987.8464,3992.4517,3997.945,87.10048,1.2087628,12.029765,16.951166,13.348193,3.602973,3987.8464,4027.5632,3948.1296,3992.4517,4016.7886,3968.1147,89.24403,94.78638,164.78662,80.55368,189236.0,-10.755968,3996.1523,4013.371,4037.16,4013.371,4029.3,12.789795
4029.06,4033.02,4021.55,4031.71,8850,10,0,3991.6675,3996.1907,4002.1226,87.920654,1.2921201,11.989779,17.987604,14.276075,3.7115288,3991.6675,4032.7993,3950.5356,3996.1907,4020.4578,3971.9236,92.61918,93.58855,132.39189,83.007744,198086.0,-7.3808236,4004.3538,4021.3354,4033.02,4021.3354,4028.835,11.469971
4031.42,4039.15,4030.01,4034.38,9148,10,0,3995.3855,3999.8276,4006.1904,88.74915,1.210955,11.786217,18.80763,15.182386,3.6252441,3995.3855,4037.825,3952.946,3999.8276,4023.7954,3975.8599,92.64002,91.501076,126.4168,82.79836,207234.0,-7.3599753,4010.915,4025.0852,4039.15,4025.0852,4033.74,9.139893
4034.45,4040.32,4033.29,4036.19,7906,10,0,3998.851,4003.2908,4010.0767,89.32202,1.1667719,11.446488,19.380157,16.02194,3.3582172,3998.851,4042.7092,3954.993,4003.2908,4026.763,3979.8186,93.740524,92.99991,112.20765,82.620255,215140.0,-6.2594724,4016.562,4029.4126,4040.32,4029.4126,4036.0625,7.0300293
4036.17,4049.46,4031.03,4049.26,7781,10,0,4002.3464,4007.6687,4014.8774,92.50269,1.3711387,11.945306,20.650484,16.947649,3.702835,4002.3464,4050.376,3954.317,4007.6687,4031.8103,3983.527,99.71728,95.365944,114.153404,91.04559,222921.0,-0.28272548,4021.3137,4032.7375,4049.46,4031.03,4041.48,18.429932
4049.24,4049.46,4033.7,4036.97,8339,10,0,4005.2295,4010.4595,4018.1748,69.909004,1.1145983,12.217785,20.430021,17.644123,2.7858982,4005.2295,4054.2927,3956.1663,4010.4595,4034.97,3985.949,81.9951,91.817635,93.36898,82.73528,214582.0,-18.004902,4026.9429,4037.109,4049.46,4033.7,4042.3425,15.76001
4037.03,4038.13,4031.98,4037.87,8273,9,0,4007.836,4013.0698,4021.2834,70.51746,0.93438554,11.784365,20.096268,18.134552,1.9617157,4007.836,4058.007,3957.6648,4013.0698,4036.97,3989.1697,82.09762,87.93667,73.853615,75.56795,222855.0,-17.902378,4031.03,4039.7256,4039.7256,4031.98,4036.2524,6.1499023
4037.66,4046.44,4030.9,4039.88,10499,9,0,4011.5186,4015.6233,4024.3352,71.977646,0.7019433,12.052628,19.766106,18.460863,1.3052425,4011.5186,4059.7063,3963.3308,4015.6233,4039.8823,3991.3643,85.20235,83.09836,70.4796,77.16721,233354.0,-14.797652,4049.46,4037.989,4046.44,4030.9,4038.72,15.540039
4039.86,4049.31,4026.28,4038.02,11731,9,0,4014.5854,4017.7563,4026.8594,68.36252,0.5833707,12.836727,19.1338,18.595451,0.53834915,4014.5854,4061.2988,3967.872,4017.7563,4043.1055,3992.4072,82.329315,83.20976,57.899403,68.53789,221623.0,-17.670683,4030.9,4038.3545,4049.31,4026.28,4038.3674,23.03003
4037.85,4049.12,4035.58,4048.11,11285,9,0,4017.9404,4020.6472,4030.052,75.929695,0.5331989,12.886964,19.225256,18.721413,0.5038433,4017.9404,4064.162,3971.7188,4020.6472,4046.0828,3995.2117,97.914734,88.48213,64.15681,69.62563,232908.0,-2.0852642,4026.28,4038.361,4049.12,4035.58,4042.665,13.540039
4048.11,4050.66,4037.51,4045.86,10517,9,0,4021.187,4023.0483,4032.7112,71.52773,0.41721994,12.9057455,18.89833,18.756796,0.1415348,4021.187,4065.6418,3976.7322,4023.0483,4048.527,3997.5696,91.29646,90.513504,56.39173,70.05776,222391.0,-8.703536,4026.28,4040.513,4050.66,4037.51,4045.535,13.149902
4045.8,4059.12,4044.42,4056.77,9205,11,0,4025.0115,4026.26,4036.0999,78.501076,0.6215725,13.03392,19.29714,18.864864,0.43227577,4025.0115,4067.8633,3982.1597,4026.26,4051.9348,4000.5852,95.31126,94.84082,66.019325,70.44588,231596.0,-4.688747,4027.2551,4043.024,4059.12,4043.024,4051.5276,14.700195
4056.7,4058.0,4042.83,4051.17,8554,11,0,4028.2644,4028.6323,4038.5913,68.556656,0.41617298,13.186492,18.942963,18.880484,0.06247902,4028.2644,4068.6145,3987.9143,4028.6323,4054.5405,4002.724,82.14286,89.58353,51.946487,64.08046,223042.0,-17.857143,4029.167,4047.2756,4058.0,4042.83,4052.175,15.169922
4051.15,4053.08,4039.02,4049.7,8874,11,0,4031.2676,4030.6387,4040.6328,66.0234,0.3347216,13.248889,18.332335,18.770855,-0.43852043,4031.2676,4068.491,3994.0442,4030.6387,4056.6575,4004.6199,74.9268,84.126976,38.268433,57.68809,214168.0,-25.073196,4030.9644,4049.7253,4053.08,4039.02,4048.2375,14.060059
4049.75,4054.66,4032.22,4045.01,10583,11,0,4033.7935,4032.0076,4041.9414,58.11768,-0.10495745,13.905393,17.270876,18.470858,-1.1999817,4033.7935,4067.369,4000.218,4032.0076,4058.9695,4005.0457,62.44344,73.171036,26.013796,50.44321,203585.0,-37.55656,4059.12,4048.9814,4054.66,4032.22,4045.41,22.439941
4044.83,4046.73,4038.61,4041.32,4251,19,0,4036.236,4032.8943,4042.6584,52.419483,0.10775408,13.492142,15.9480715,17.966301,-2.0182295,4036.236,4064.0435,4008.4287,4032.8943,4059.32,4006.4685,45.797806,61.056015,17.228117,52.25886,199334.0,-54.202194,4058.582,4047.1958,4047.1958,4038.61,4042.8726,8.119873
4036.36,4036.72,4015.42,4021.42,5679,19,0,4037.2825,4031.8015,4041.2473,32.556583,-0.407393,14.3784275,13.142477,17.001535,-3.8590584,4037.2825,4060.888,4013.677,4031.8015,4059.4958,4004.1072,13.729977,40.657074,-26.154842,46.335606,193655.0,-86.27002,4058.0547,4045.0342,4045.0342,4015.42,4027.48,25.900146
4021.49,4021.83,4001.27,4011.88,8859,14,0,4037.2905,4029.9043,4038.828,26.915144,-0.6930899,14.819973,10.033564,15.607942,-5.574378,4037.2905,4060.8616,4013.7195,4029.9043,4058.27,4001.5386,18.340536,25.956106,-56.630226,39.653587,184796.0,-81.65946,4056.3494,4036.257,4036.257,4001.27,4014.1174,20.560059
4011.62,4028.1,4008.57,4022.79,9198,14,0,4037.7,4029.2268,4037.447,40.516235,-0.37716505,15.156405,8.353777,14.157109,-5.8033323,4037.7,4059.926,4015.4739,4029.2268,4058.1272,4000.3264,37.199654,23.090055,-39.82117,40.308247,193994.0,-62.800346,4053.0447,4025.1873,4028.1,4008.57,4017.77,19.53003
4022.78,4036.18,4008.17,4019.86,11652,14,0,4037.361,4028.3347,4035.748,38.30713,-0.69785655,16.07452,6.708772,12.667441,-5.958669,4037.361,4060.442,4014.2803,4028.3347,4058.591,3998.0784,32.13483,29.225006,-37.585094,48.276752,182342.0,-67.865166,4049.9382,4021.4788,4036.18,4008.17,4021.7476,28.01001
4019.84,4021.04,4002.41,4018.5,9342,14,0,4036.8335,4027.398,4033.9517,37.220238,-0.6762468,16.257063,5.235008,11.180955,-5.945947,4036.8335,4061.1018,4012.5652,4027.398,4058.0046,3996.7913,29.783924,33.03947,-56.3451,47.899303,173000.0,-70.21608,4047.018,4021.613,4021.613,4002.41,4015.4475,18.630127
4018.5,4029.63,4017.17,4026.9,7487,14,0,4036.593,4027.3506,4033.0056,47.779545,-0.73630005,15.985842,4.6907763,9.882919,-5.192143,4036.593,4061.153,4012.033,4027.3506,4057.6729,3997.0283,44.304234,35.40766,-29.960743,46.653347,180487.0,-55.695766,4044.2732,4018.5303,4029.63,4017.17,4023.05,12.459961
4026.91,4041.22,4026.89,4038.89,6500,14,0,4036.8186,4028.4495,4033.2244,59.10741,-0.3031223,15.867573,5.167395,8.939815,-3.7724195,4036.8186,4061.3762,4012.261,4028.4495,4058.6887,3998.2102,65.03025,46.372803,0.3562964,53.987415,186987.0,-34.96975,4041.6929,4020.79,4041.22,4020.79,4033.4775,14.330078
4038.88,4043.82,4034.4,4039.9,7896,12,0,4037.004,4029.54,4033.5178,59.951794,-0.24199323,15.407043,5.5624967,8.264351,-2.7018542,4037.004,4061.5957,4012.412,4029.54,4059.2092,3999.8708,66.776146,58.703545,11.987906,52.66539,194883.0,-33.223854,4001.27,4027.1338,4043.82,4027.1338,4039.25,9.420166
4040.02,4040.84,4022.69,4026.18,9637,10,0,4035.85,4029.22,4032.487,45.29276,-0.46551183,15.60298,4.7141857,7.554318,-2.8401322,4035.85,4060.198,4011.5022,4029.22,4059.2207,3999.2192,43.059635,58.288677,-18.293737,44.114662,185246.0,-56.940365,4002.121,4033.192,4040.84,4022.69,4032.4326,18.150146
4026.4,4033.02,4024.9,4031.44,9312,10,0,4035.5735,4029.4314,4032.067,50.63254,-0.24447457,15.06849,4.415433,6.926541,-2.511108,4035.5735,4059.9897,4011.1572,4029.4314,4058.7441,4000.1187,53.18174,54.339172,-18.427616,36.23789,194558.0,-46.81826,4002.955,4032.8123,4033.02,4024.9,4028.94,8.120117
4031.45,4040.28,4030.12,4038.29,7896,10,0,4035.5945,4030.2751,4032.3257,56.946983,0.41950357,14.717876,4.677488,6.4767303,-1.7992425,4035.5945,4060.0193,4011.1697,4030.2751,4059.1382,4001.412,69.33883,55.1934,7.272035,43.201763,202454.0,-30.661173,4003.7722,4030.8762,4040.28,4030.12,4035.035,10.159912
4038.27,4042.16,4034.15,4037.56,7594,10,0,4035.4785,4030.969,4032.513,56.06519,0.6400989,14.238744,4.771263,6.135637,-1.3643737,4035.4785,4059.8428,4011.1143,4030.969,4059.19,4002.748,67.97153,63.497364,16.157484,50.25588,194860.0,-32.02847,4004.5732,4032.9556,4042.16,4032.9556,4038.035,8.01001
4037.59,4044.46,4036.26,4044.39,6192,10,0,4035.7969,4032.247,4033.3616,62.357635,0.53694075,13.807402,5.335204,5.97555,-0.64034605,4035.7969,4060.4504,4011.1433,4032.247,4059.877,4004.6172,94.852615,77.38766,34.703323,57.817234,201052.0,-5.1473823,4005.3582,4035.4954,4044.46,4035.4954,4040.675,8.199951
4044.37,4046.94,4033.46,4044.38,8771,9,0,4035.6104,4033.4026,4034.179,62.342552,0.60997146,13.784014,5.7154403,5.923528,-0.20808792,4035.6104,4059.9429,4011.2778,4033.4026,4060.999,4005.8062,94.39457,85.73957,37.716743,55.5576,192281.0,-5.60543,4006.9224,4038.0852,4046.94,4033.46,4042.2876,13.47998
4044.17,4053.9,4037.28,4053.39,9835,9,0,4035.987,4035.3062,4035.8723,69.9097,0.8682344,13.986575,6.666959,6.072214,0.5947447,4035.987,4061.161,4010.8132,4035.3062,4063.1848,4007.4275,99.03097,96.09272,75.431274,61.832897,202116.0,-0.96902907,4009.3232,4040.1863,4053.9,4037.28,4047.185,16.619873
4053.68,4057.99,4017.55,4017.55,12935,9,0,4034.026,4033.6152,4034.1165,36.367725,-0.23218854,15.8761015,4.477443,5.75326,-1.2758169,4034.026,4058.5195,4009.5322,4033.6152,4064.1438,4003.0867,27.240015,73.55518,-16.089308,59.78354,189181.0,-72.75999,4012.8894,4043.6855,4057.99,4017.55,4036.6924,40.43994
